,Unnamed: 0,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
3253,3253,F32669,466.0,E,5.0,2020-08-28 09:24:19.903,2020-08-28,2020-08-27 00:00:00,2020-10-27,,11760.000000000002,0.0,0.0
3254,3254,F32670,3607.0,C,5.0,2020-08-28 09:27:00.800,2020-08-28,2020-08-19 00:00:00,2020-08-28,2020-08-28,1800.0000000000002,0.0,0.0
3258,3258,F32674,7043.0,E,5.0,2020-08-28 13:32:13.343,2020-08-28,2020-06-09 00:00:00,2020-08-28,,1400.0000000000002,210.0,0.0
3261,3261,F32677,2385.0,E,5.0,2020-08-28 17:12:30.743,2020-08-28,2020-08-28 00:00:00,2020-09-27,,23340.000000000004,0.0,0.0
3262,3262,F32678,2385.0,E,5.0,2020-08-28 17:23:08.390,2020-08-28,2020-09-04 00:00:00,2020-09-27,,46680.00000000001,0.0,0.0
3268,3268,F32684,4598.0,E,5.0,2020-08-31 13:40:26.647,2020-08-31,2020-09-03 00:00:00,2020-09-30,,17703.600000000002,0.0,0.0
3269,3269,F32685,1429.0,E,5.0,2020-08-31 13:43:02.617,2020-08-31,2020-08-31 00:00:00,2020-09-30,,23625.000000000004,0.0,0.0
3317,3317,F32733,1289.0,E,5.0,2020-09-03 12:30:39.353,2020-09-03,2020-09-03 00:00:00,2020-10-03,,1397.0000000000002,0.0,0.0
3318,3318,F32734,1453.0,E,5.0,2020-09-03 12:34:06.480,2020-09-03,2020-08-27 00:00:00,2020-10-03,,8700.0,0.0,0.0
3319,3319,F32735,8133.0,C,5.0,2020-09-03 12:46:17.627,2020-09-03,2020-09-03 00:00:00,2020-09-03,2020-09-03,420.00000000000006,0.0,0.0
3321,3321,F32737,161.0,E,5.0,2020-09-03 13:39:21.163,2020-09-03,2020-09-03 00:00:00,2020-10-03,,895.5,0.0,0.0
3327,3327,F32743,2995.0,E,5.0,2020-09-03 14:52:41.297,2020-09-03,2020-09-03 00:00:00,2020-09-03,,600.0,0.0,0.0
3329,3329,F32745,5728.0,E,5.0,2020-09-03 16:39:13.027,2020-09-03,2020-09-07 00:00:00,2020-09-11,,6145.500000000001,0.0,0.0
3330,3330,F32746,5728.0,E,5.0,2020-09-03 16:41:19.583,2020-09-03,2020-09-04 00:00:00,2020-09-11,,5905.650000000001,0.0,0.0
3337,3337,F32753,8126.0,E,5.0,2020-09-03 17:58:21.063,2020-09-03,2020-09-07 00:00:00,2020-09-03,,2600.0,0.0,0.0
3338,3338,F32754,8133.0,E,5.0,2020-09-04 09:35:09.700,2020-09-04,2020-09-04 00:00:00,2020-09-04,,419.998724,0.0,0.0
3360,3360,F32776,1289.0,E,5.0,2020-09-07 17:46:26.767,2020-09-07,2020-09-04 00:00:00,2020-10-07,,4191.0,0.0,0.0
3388,3388,F32804,6401.0,E,5.0,2020-09-09 12:10:38.947,2020-09-09,2020-08-25 00:00:00,2020-10-09,,1990.0,0.0,0.0
3389,3389,F32805,4598.0,E,5.0,2020-09-09 12:49:59.433,2020-09-09,2020-09-02 00:00:00,2020-10-09,,17703.6,0.0,0.0
3390,3390,F32806,1289.0,E,5.0,2020-09-09 12:57:00.297,2020-09-09,2020-09-10 00:00:00,2020-10-09,,690.0,0.0,0.0
3391,3391,F32807,466.0,E,5.0,2020-09-09 13:31:14.700,2020-09-09,2020-09-04 00:00:00,2020-11-08,,9606.000000000002,0.0,0.0
3392,3392,F32808,466.0,E,5.0,2020-09-09 13:34:02.520,2020-09-09,2020-09-04 00:00:00,2020-11-08,,5757.1,0.0,0.0
3409,3409,F32825,8144.0,E,5.0,2020-09-10 17:29:09.203,2020-09-10,2020-09-10 00:00:00,2020-09-10,,1760.0000000000002,0.0,0.0
3418,3418,F32834,2080.0,E,5.0,2020-09-11 16:53:08.480,2020-09-11,2020-09-28 00:00:00,2020-09-11,,46874.00000000001,0.0,0.0
3430,3430,F32846,3916.0,E,5.0,2020-09-17 10:13:45.387,2020-09-17,2020-09-07 00:00:00,2020-10-02,,1100.0,0.0,0.0
3433,3433,F32849,2390.0,E,5.0,2020-09-18 10:29:11.273,2020-09-18,2020-09-15 00:00:00,2020-10-18,,35700.0,0.0,0.0
3444,3444,F32860,644.0,E,5.0,2020-09-18 16:10:21.657,2020-09-18,2020-09-11 00:00:00,2020-11-17,,8500.0,0.0,0.0
3446,3446,F32862,2385.0,E,5.0,2020-09-18 17:09:33.313,2020-09-18,2020-09-18 00:00:00,2020-10-18,,23340.000000000004,0.0,0.0
3447,3447,F32863,2385.0,E,5.0,2020-09-18 17:19:56.640,2020-09-18,2020-09-18 00:00:00,2020-10-18,,46680.00000000001,0.0,0.0
3464,3464,F32880,161.0,E,5.0,2020-09-21 17:07:56.183,2020-09-21,2020-09-21 00:00:00,2020-10-21,,261.0,0.0,0.0
3467,3467,F32883,8145.0,E,5.0,2020-09-22 09:04:56.027,2020-09-22,2020-09-17 00:00:00,2020-09-22,,9200.0,0.0,0.0
3481,3481,F32897,4910.0,E,5.0,2020-09-22 17:51:32.027,2020-09-22,2020-09-22 00:00:00,2020-09-22,,511.208,0.0,0.0
3482,3482,F32898,161.0,E,5.0,2020-09-23 08:34:56.370,2020-09-23,2020-09-23 00:00:00,2020-10-23,,895.5,0.0,0.0
3483,3483,F32899,466.0,E,5.0,2020-09-23 08:37:32.867,2020-09-23,2020-09-25 00:00:00,2020-11-22,,1130.5,0.0,0.0
3484,3484,F32900,644.0,E,5.0,2020-09-23 08:39:24.630,2020-09-23,2020-09-23 00:00:00,2020-11-22,,17000.0,0.0,0.0
3491,3491,F32907,161.0,E,5.0,2020-09-24 10:17:22.773,2020-09-24,2020-09-28 00:00:00,2020-10-24,,2460.0,0.0,0.0
3492,3492,F32908,5728.0,E,5.0,2020-09-24 10:21:20.087,2020-09-24,2020-09-28 00:00:00,2020-10-02,,4198.6,0.0,0.0
3494,3494,F32910,2385.0,E,5.0,2020-09-24 12:17:23.207,2020-09-24,2020-09-11 00:00:00,2020-10-24,,155400.0,0.0,0.0
3497,3497,F32913,3612.0,E,5.0,2020-09-24 14:18:32.413,2020-09-24,2020-08-13 00:00:00,2020-09-24,,533.6,0.0,0.0
3502,3502,F32918,8149.0,E,5.0,2020-09-28 09:56:28.977,2020-09-28,2020-09-23 00:00:00,2020-09-28,,1440.0000000000002,0.0,0.0
3503,3503,F32919,5647.0,E,5.0,2020-09-28 11:08:40.180,2020-09-28,2020-09-28 00:00:00,2020-09-28,,240.00000000000003,0.0,0.0
3523,3523,F32939,1289.0,E,5.0,2020-09-29 08:39:31.870,2020-09-29,2020-09-21 00:00:00,2020-10-29,,3754.12,0.0,0.0
3524,3524,F32940,644.0,E,5.0,2020-09-29 09:10:50.127,2020-09-29,2020-09-30 00:00:00,2020-11-28,,12200.0,0.0,0.0
3534,3534,F32950,644.0,E,5.0,2020-09-29 17:49:53.207,2020-09-29,2020-09-30 00:00:00,2020-11-28,,35673.0,0.0,0.0
3535,3535,F32951,466.0,E,5.0,2020-09-29 17:51:51.667,2020-09-29,2020-09-30 00:00:00,2020-11-28,,1937.6,0.0,0.0
3538,3538,F32954,2029.0,E,5.0,2020-09-30 10:00:13.247,2020-09-30,2020-09-30 00:00:00,2020-10-15,,10240.0,0.0,0.0
3543,3543,F32959,8125.0,E,5.0,2020-09-30 12:20:40.870,2020-09-30,2020-09-30 00:00:00,2020-09-30,,2500.0,0.0,0.0
3549,3549,F32965,1429.0,E,5.0,2020-09-30 13:55:24.397,2020-09-30,2020-10-05 00:00:00,2020-11-29,,9450.0,0.0,0.0
3550,3550,F32966,8145.0,E,5.0,2020-09-30 14:46:54.733,2020-09-30,2020-09-30 00:00:00,2020-09-30,,5725.000000000001,0.0,0.0
3554,3554,F32970,8145.0,E,5.0,2020-09-30 15:08:10.670,2020-09-30,2020-09-29 00:00:00,2020-09-30,,4980.0,0.0,0.0
3562,3562,F32978,8151.0,E,5.0,2020-09-30 17:12:51.127,2020-09-30,2020-09-30 00:00:00,2020-09-30,,13603.9655,0.0,0.0
3570,3570,F32986,5926.0,E,5.0,2020-09-30 17:45:09.433,2020-09-30,2020-09-30 00:00:00,2020-09-30,,600.0,0.0,0.0
3595,3595,F33011,5728.0,E,5.0,2020-10-02 16:11:53.900,2020-10-02,2020-10-06 00:00:00,2020-10-10,,7224.000000000001,0.0,0.0
3606,3606,F33022,5039.0,E,5.0,2020-10-06 08:53:01.740,2020-10-06,2020-10-02 00:00:00,2020-11-05,,5550.0,0.0,0.0
3616,3616,F33032,2385.0,E,5.0,2020-10-07 10:02:49.020,2020-10-07,2020-09-28 00:00:00,2020-11-06,,13940.000000000002,0.0,0.0
3622,3622,F33038,8125.0,E,5.0,2020-10-07 15:58:48.427,2020-10-07,2020-10-06 00:00:00,2020-10-07,,2500.0,0.0,0.0
3624,3624,F33040,2995.0,E,5.0,2020-10-07 16:33:23.900,2020-10-07,2020-09-28 00:00:00,2020-10-07,,600.0,0.0,0.0
3625,3625,F33041,8145.0,E,5.0,2020-10-07 16:42:04.193,2020-10-07,2020-09-15 00:00:00,2020-10-07,,5725.003000000001,0.0,0.0
3626,3626,F33042,8145.0,E,5.0,2020-10-07 16:50:32.190,2020-10-07,2020-10-06 00:00:00,2020-10-07,,1100.0,0.0,0.0
3630,3630,F33046,466.0,E,5.0,2020-10-08 08:31:33.863,2020-10-08,2020-10-07 00:00:00,2020-12-07,,1937.6,0.0,0.0
3634,3634,F33050,161.0,E,5.0,2020-10-08 10:28:54.590,2020-10-08,2020-10-08 00:00:00,2020-11-07,,895.5000000000001,0.0,0.0
3647,3647,F33063,8148.0,E,5.0,2020-10-08 17:18:10.910,2020-10-08,2020-09-22 00:00:00,2020-10-08,,11454.000000000002,0.0,0.0
3648,3648,F33064,4598.0,E,5.0,2020-10-09 08:52:12.920,2020-10-09,2020-10-06 00:00:00,2020-11-08,,14753.0,0.0,0.0
3651,3651,F33067,2503.0,E,5.0,2020-10-09 10:37:41.700,2020-10-09,2020-10-14 00:00:00,2020-10-09,,3000.0,0.0,0.0
3671,3671,F33087,8133.0,E,5.0,2020-10-12 17:56:07.740,2020-10-12,2020-10-12 00:00:00,2020-10-12,,795.0,0.0,0.0
3678,3678,F33094,8151.0,E,5.0,2020-10-13 12:32:56.920,2020-10-13,2020-10-06 00:00:00,2020-10-13,,733.6206000000001,0.0,0.0
3679,3679,F33095,8151.0,E,5.0,2020-10-13 12:37:31.837,2020-10-13,2020-10-01 00:00:00,2020-10-13,,26060.0,0.0,0.0
3684,3684,F33100,2385.0,E,5.0,2020-10-13 16:14:53.893,2020-10-13,2020-10-16 00:00:00,2020-11-12,,57000.00000000001,0.0,0.0
3686,3686,F33102,4382.0,E,5.0,2020-10-13 17:38:10.183,2020-10-13,2020-10-07 00:00:00,2020-10-13,,980.0,0.0,0.0
3688,3688,F33104,644.0,E,5.0,2020-10-14 09:40:18.923,2020-10-14,2020-10-09 00:00:00,2020-12-13,,7788.000000000001,0.0,0.0
3689,3689,F33105,644.0,E,5.0,2020-10-14 09:43:15.847,2020-10-14,2020-10-09 00:00:00,2020-12-13,,3450.0000000000005,0.0,0.0
3690,3690,F33106,644.0,E,5.0,2020-10-14 09:45:03.327,2020-10-14,2020-10-12 00:00:00,2020-12-13,,1725.0000000000002,0.0,0.0
3702,3702,F33118,466.0,E,5.0,2020-10-14 15:23:44.627,2020-10-14,2020-09-29 00:00:00,2020-12-13,,3180.0000000000005,0.0,0.0
3707,3707,F33123,8184.0,E,5.0,2020-10-14 16:49:07.207,2020-10-14,2020-10-14 00:00:00,2020-10-14,,1200.0,0.0,0.0
3708,3708,F33124,8184.0,E,5.0,2020-10-14 16:50:33.280,2020-10-14,2020-10-14 00:00:00,2020-10-14,,2400.0,0.0,0.0
3712,3712,F33128,687.0,E,5.0,2020-10-14 17:18:38.790,2020-10-14,2020-10-10 00:00:00,2020-11-13,,1590.0000000000002,0.0,0.0
3715,3715,F33131,5074.0,E,5.0,2020-10-15 09:24:03.327,2020-10-15,2020-10-12 00:00:00,2020-10-15,,13712.0,0.0,0.0
3716,3716,F33132,644.0,E,5.0,2020-10-15 10:45:12.643,2020-10-15,2020-10-09 00:00:00,2020-12-14,,8500.0,0.0,0.0
3717,3717,F33133,644.0,E,5.0,2020-10-15 10:46:25.737,2020-10-15,2020-10-13 00:00:00,2020-12-14,,1900.0,0.0,0.0
3718,3718,F33134,2385.0,E,5.0,2020-10-15 11:25:18.793,2020-10-15,2020-10-07 00:00:00,2020-11-14,,12000.0,0.0,0.0
3746,3746,F33162,8151.0,E,5.0,2020-10-19 11:30:40.957,2020-10-19,2020-10-14 00:00:00,2020-10-19,,960.0,0.0,0.0
3747,3747,F33163,8151.0,E,5.0,2020-10-19 11:32:16.117,2020-10-19,2020-10-15 00:00:00,2020-10-19,,750.0,0.0,0.0
3751,3751,F33167,2503.0,E,5.0,2020-10-19 14:05:50.337,2020-10-19,2020-10-16 00:00:00,2020-10-19,,1850.0,0.0,0.0
3752,3752,F33168,1289.0,E,5.0,2020-10-19 14:16:58.617,2020-10-19,2020-10-13 00:00:00,2020-11-18,,3380.0000000000005,0.0,0.0
3772,3772,F33188,3607.0,E,5.0,2020-10-21 09:31:36.287,2020-10-21,2020-08-19 00:00:00,2020-10-21,,1800.0,0.0,0.0
3773,3773,F33189,466.0,E,5.0,2020-10-21 09:40:02.507,2020-10-21,2020-10-12 00:00:00,2020-12-20,,5880.000000000001,0.0,0.0
3774,3774,F33190,466.0,E,5.0,2020-10-21 10:04:55.617,2020-10-21,2020-10-12 00:00:00,2020-12-20,,11760.000000000002,0.0,0.0
3816,3816,F33232,8204.0,E,5.0,2020-10-26 14:39:48.713,2020-10-26,2020-10-26 00:00:00,2020-10-26,,650.0,0.0,0.0
3820,3820,F33236,2465.0,E,5.0,2020-10-27 08:10:41.627,2020-10-27,2020-10-27 00:00:00,2020-11-11,,1565.9985,0.0,0.0
3824,3824,F33240,925.0,E,5.0,2020-10-27 11:09:29.313,2020-10-27,2020-10-19 00:00:00,2020-12-26,,3600.0000000000005,0.0,0.0
3832,3832,F33248,1429.0,E,5.0,2020-10-27 16:30:36.977,2020-10-27,2020-11-02 00:00:00,2020-12-26,,23625.000000000004,0.0,0.0
3838,3838,F33254,6253.0,E,5.0,2020-10-28 09:56:32.637,2020-10-28,2020-10-19 00:00:00,2020-11-05,,11384.000000000002,0.0,0.0
3839,3839,F33255,5894.0,E,5.0,2020-10-28 10:14:19.980,2020-10-28,2020-10-01 00:00:00,2020-11-27,,4275.0,0.0,0.0
3852,3852,F33268,6253.0,E,5.0,2020-10-29 10:26:04.923,2020-10-29,2020-10-20 00:00:00,2020-11-06,,12600.000000000002,0.0,0.0
3870,3870,F33286,3598.0,E,5.0,2020-10-30 09:29:23.647,2020-10-30,2020-10-12 00:00:00,2020-11-29,,31458.44,0.0,0.0
3871,3871,F33287,3598.0,E,5.0,2020-10-30 09:38:17.213,2020-10-30,2020-10-12 00:00:00,2020-11-29,,13573.000000000002,1628.7600000000002,0.0
3887,3887,F33303,5728.0,E,5.0,2020-10-30 17:00:20.683,2020-10-30,2020-10-28 00:00:00,2020-11-07,,20930.4,0.0,0.0
3912,3912,F33328,3916.0,E,5.0,2020-11-04 17:29:15.157,2020-11-04,2020-10-30 00:00:00,2020-11-19,,1400.0000000000002,0.0,0.0
3913,3913,F33329,3912.0,C,5.0,2020-11-04 17:44:11.060,2020-11-04,2020-11-04 00:00:00,2020-12-04,2020-11-12,137250.0,0.0,0.0
3923,3923,F33339,1453.0,E,5.0,2020-11-05 09:14:31.723,2020-11-05,2020-11-05 00:00:00,2020-12-05,,1305.0,0.0,0.0
3924,3924,F33340,8216.0,E,5.0,2020-11-05 10:49:03.450,2020-11-05,2020-11-05 00:00:00,2020-11-05,,690.0,0.0,0.0
3938,3938,F33354,8220.0,E,5.0,2020-11-06 12:43:44.097,2020-11-06,2020-11-06 00:00:00,2020-11-06,,2388.8015,0.0,0.0
3939,3939,F33355,8221.0,E,5.0,2020-11-06 13:18:42.613,2020-11-06,2020-11-06 00:00:00,2020-11-06,,300.0,0.0,0.0
3947,3947,F33363,6009.0,E,5.0,2020-11-09 11:49:44.527,2020-11-09,2020-11-09 00:00:00,2020-11-09,,6096.999,0.0,0.0
3948,3948,F33364,8222.0,E,5.0,2020-11-09 12:26:16.127,2020-11-09,2020-11-09 00:00:00,2020-11-09,,1804.0517,0.0,0.0
3950,3950,F33366,3912.0,E,5.0,2020-11-10 09:50:17.217,2020-11-10,2020-11-10 00:00:00,2020-12-10,,137250.0,0.0,0.0
3956,3956,F33372,6401.0,E,5.0,2020-11-11 09:46:07.027,2020-11-11,2020-11-10 00:00:00,2020-12-11,,1907.0,0.0,0.0
3976,3976,F33392,6401.0,E,5.0,2020-11-12 17:45:13.123,2020-11-12,2020-11-10 00:00:00,2020-12-12,,2830.0000000000005,0.0,0.0
3978,3978,F33394,8145.0,E,5.0,2020-11-13 08:46:07.080,2020-11-13,2020-11-13 00:00:00,2020-11-13,,1354.98,0.0,0.0
3983,3983,F33399,4906.0,E,5.0,2020-11-13 12:13:44.017,2020-11-13,2020-11-13 00:00:00,2020-11-13,,1691.3016000000002,0.0,0.0
3991,3991,F33407,4990.0,E,5.0,2020-11-13 17:27:22.127,2020-11-13,2020-11-13 00:00:00,2020-11-13,,1557.0,0.0,0.0
3993,3993,F33409,1016.0,E,5.0,2020-11-17 09:25:13.140,2020-11-17,2020-11-03 00:00:00,2020-11-17,,1530.0,0.0,0.0
4001,4001,F33417,4950.0,E,5.0,2020-11-17 13:11:40.970,2020-11-17,2020-11-17 00:00:00,2020-11-17,,140.00000000000003,0.0,0.0
4004,4004,F33420,3032.0,E,5.0,2020-11-17 14:34:07.227,2020-11-17,2020-11-17 00:00:00,2020-11-17,,1115.16,0.0,0.0
4005,4005,F33421,5926.0,E,5.0,2020-11-17 14:43:33.393,2020-11-17,2020-11-17 00:00:00,2020-11-17,,387.931,0.0,0.0
4014,4014,F33430,8227.0,E,5.0,2020-11-18 09:54:47.050,2020-11-18,2020-11-18 00:00:00,2020-11-18,,689.6277,0.0,0.0
4020,4020,F33436,2029.0,E,5.0,2020-11-18 10:51:55.547,2020-11-18,2020-11-18 00:00:00,2020-12-03,,3400.0000000000005,0.0,0.0
4024,4024,F33440,1453.0,E,5.0,2020-11-18 12:18:10.217,2020-11-18,2020-11-18 00:00:00,2020-12-18,,1450.0000000000002,0.0,0.0
4036,4036,F33452,5894.0,E,5.0,2020-11-19 11:04:41.227,2020-11-19,2020-11-19 00:00:00,2020-12-19,,2640.0000000000005,0.0,0.0
4039,4039,F33455,6009.0,E,5.0,2020-11-19 11:30:20.447,2020-11-19,2020-11-17 00:00:00,2020-11-19,,1440.0000000000002,0.0,0.0
4046,4046,F33462,3926.0,E,5.0,2020-11-20 12:43:33.790,2020-11-20,2020-11-17 00:00:00,2020-12-20,,1580.0400000000002,0.0,0.0
4056,4056,F33472,2385.0,E,5.0,2020-11-20 14:45:27.957,2020-11-20,2020-11-19 00:00:00,2020-12-20,,46680.00000000001,0.0,0.0
4058,4058,F33474,93.0,E,5.0,2020-11-20 15:49:03.950,2020-11-20,2020-11-18 00:00:00,2020-11-20,,2758.6206,0.0,0.0
4060,4060,F33476,8236.0,E,5.0,2020-11-20 17:44:15.320,2020-11-20,2020-11-20 00:00:00,2020-11-20,,1016.6,0.0,0.0
4064,4064,F33480,2385.0,E,5.0,2020-11-23 16:07:55.937,2020-11-23,2020-11-23 00:00:00,2020-12-23,,6300.000000000001,0.0,0.0
4069,4069,F33485,2963.0,E,5.0,2020-11-24 09:17:52.873,2020-11-24,2020-11-13 00:00:00,2020-11-24,,2200.0,0.0,0.0
4070,4070,F33486,4598.0,E,5.0,2020-11-24 09:19:36.047,2020-11-24,2020-11-20 00:00:00,2020-12-24,,17703.600000000002,0.0,0.0
4083,4083,F33499,6948.0,E,5.0,2020-11-25 07:58:18.720,2020-11-25,2020-11-25 00:00:00,2020-11-25,,564.1637,0.0,0.0
4085,4085,F33501,6111.0,E,5.0,2020-11-25 10:59:56.243,2020-11-25,2020-11-25 00:00:00,2020-11-25,,722.6422,0.0,0.0
4103,4103,F33519,2390.0,E,5.0,2020-11-26 09:27:28.913,2020-11-26,2020-11-23 00:00:00,2020-12-26,,4005.0,0.0,0.0
4107,4107,F33523,3655.0,E,5.0,2020-11-26 11:37:47.590,2020-11-26,2020-11-26 00:00:00,2020-11-26,,129.86,0.0,0.0
4113,4113,F33529,6051.0,E,5.0,2020-11-26 14:31:35.457,2020-11-26,2020-11-26 00:00:00,2020-11-26,,402.50000000000006,0.0,0.0
4125,4125,F33541,1020.0,E,5.0,2020-11-27 09:20:16.590,2020-11-27,2020-11-27 00:00:00,2020-12-27,,143.4109,0.0,0.0
4137,4137,F33553,8145.0,E,5.0,2020-11-27 14:04:50.433,2020-11-27,2020-11-12 00:00:00,2020-11-27,,10000.0,0.0,0.0
4180,4180,F33596,8225.0,E,5.0,2020-12-01 13:32:58.267,2020-12-01,2020-11-30 00:00:00,2020-12-01,,2450.0,0.0,0.0
4181,4181,F33597,2385.0,E,5.0,2020-12-01 13:35:12.403,2020-12-01,2020-11-24 00:00:00,2020-12-31,,3700.000000000001,0.0,0.0
4213,4213,F33629,2385.0,E,5.0,2020-12-04 08:58:00.267,2020-12-04,2020-11-19 00:00:00,2021-01-03,,88574.0,0.0,0.0
4214,4214,F33630,2385.0,E,5.0,2020-12-04 09:01:40.460,2020-12-04,2020-11-19 00:00:00,2021-01-03,,88574.0,0.0,0.0
4224,4224,F33640,8235.0,E,5.0,2020-12-04 14:09:09.963,2020-12-04,2020-11-27 00:00:00,2020-12-04,,5877.000000000001,0.0,0.0
4229,4229,F33645,4598.0,E,5.0,2020-12-07 09:49:53.327,2020-12-07,2020-11-27 00:00:00,2021-01-06,,9159.75,0.0,0.0
4230,4230,F33646,4080.0,E,5.0,2020-12-07 10:25:51.637,2020-12-07,2020-12-02 00:00:00,2020-12-07,,11821.29,0.0,0.0
4248,4248,F33664,2803.0,E,5.0,2020-12-08 13:41:15.793,2020-12-08,2020-12-12 00:00:00,2020-12-08,,1100.0,0.0,0.0
4254,4254,F33670,5981.0,E,5.0,2020-12-09 10:20:06.253,2020-12-09,2020-12-09 00:00:00,2021-01-08,,7671.060200000001,0.0,0.0
4295,4295,F33711,4843.0,E,5.0,2020-12-14 10:02:22.123,2020-12-14,2020-12-15 00:00:00,2020-12-14,,24693.86,0.0,0.0
4315,4315,F33731,4843.0,E,5.0,2020-12-15 13:16:04.907,2020-12-15,2020-12-08 00:00:00,2020-12-15,,3174.682,0.0,0.0
4331,4331,F33747,2385.0,E,5.0,2020-12-16 13:49:36.163,2020-12-16,2020-12-17 00:00:00,2021-01-15,,9440.0,0.0,0.0
4348,4348,F33764,4843.0,E,5.0,2020-12-18 11:56:52.507,2020-12-18,2020-12-17 00:00:00,2020-12-18,,27126.000000000004,0.0,0.0
4363,4363,F33779,1339.0,E,5.0,2020-12-21 12:58:19.663,2020-12-21,2020-12-16 00:00:00,2021-01-20,,6284.000000000001,0.0,0.0
4492,4492,F33908,5926.0,E,5.0,2021-01-15 13:18:53.560,2021-01-15,2020-11-25 00:00:00,2021-01-15,,300.0,0.0,0.0
4493,4493,F33909,5926.0,E,5.0,2021-01-15 14:49:11.627,2021-01-15,2021-01-15 00:00:00,2021-01-15,,150.0,0.0,0.0
4514,4514,F33930,4695.0,E,5.0,2021-01-19 12:17:57.187,2021-01-19,2020-12-09 00:00:00,2021-03-20,,1597.2,0.0,0.0
4543,4543,F33959,4843.0,E,5.0,2021-01-21 15:12:03.533,2021-01-21,2020-12-14 00:00:00,2021-01-21,,74322.0,0.0,0.0
4555,4555,F33971,5039.0,E,5.0,2021-01-25 10:04:32.350,2021-01-25,2021-01-12 00:00:00,2021-02-24,,11094.94,0.0,0.0
4597,4597,F34013,4843.0,E,5.0,2021-01-27 16:43:16.367,2021-01-27,2021-01-18 00:00:00,2021-01-27,,32981.8,0.0,0.0
4607,4607,F34023,6314.0,E,5.0,2021-01-28 10:35:14.573,2021-01-28,2021-01-19 00:00:00,2021-01-28,,4430.0,0.0,0.0
4635,4635,F34051,8149.0,E,5.0,2021-01-29 13:04:31.610,2021-01-29,2021-01-29 00:00:00,2021-01-29,,534.5517000000001,0.0,0.0
4653,4653,F34069,640.0,E,5.0,2021-01-29 15:53:12.917,2021-01-29,2021-01-29 00:00:00,2021-01-29,,6284.000000000001,0.0,0.0
4656,4656,F34072,1053.0,E,5.0,2021-01-29 16:03:59.460,2021-01-29,2021-01-27 00:00:00,2021-04-29,,17372.82,0.0,0.0
4681,4681,F34097,7098.0,E,5.0,2021-02-03 15:34:10.350,2021-02-03,2021-01-22 00:00:00,2021-02-03,,2937.0000000000005,0.0,0.0
4687,4687,F34103,1289.0,E,5.0,2021-02-04 10:51:50.633,2021-02-04,2021-01-29 00:00:00,2021-03-06,,4692.650000000001,0.0,0.0
4780,4780,F34196,8145.0,C,5.0,2021-02-15 10:43:36.683,2021-02-15,2021-02-11 00:00:00,2021-02-15,2021-02-16,1475.0000000000002,0.0,0.0
4845,4845,F34261,1289.0,E,5.0,2021-02-19 08:38:56.607,2021-02-19,2021-02-18 00:00:00,2021-03-21,,3754.12,0.0,0.0
4869,4869,F34285,6032.0,E,5.0,2021-02-22 14:48:57.743,2021-02-22,2021-02-22 00:00:00,2021-02-22,,9618.6082,0.0,0.0
4892,4892,F34308,3912.0,E,5.0,2021-02-23 15:22:21.900,2021-02-23,2021-02-23 00:00:00,2021-03-25,,137250.0,0.0,0.0
4917,4917,F34333,3912.0,E,5.0,2021-02-24 17:17:52.343,2021-02-24,2021-02-28 00:00:00,2021-03-26,,41160.0,0.0,0.0
4926,4926,F34342,8145.0,E,5.0,2021-02-25 12:26:12.680,2021-02-25,2021-02-24 00:00:00,2021-02-28,,2375.0,0.0,0.0
4981,4981,F34397,3878.0,E,5.0,2021-03-02 14:50:58.190,2021-03-02,2021-03-05 00:00:00,2021-03-02,,2508.0,0.0,0.0
4985,4985,F34401,2548.0,E,5.0,2021-03-02 17:06:35.067,2021-03-02,2021-03-04 00:00:00,2021-03-02,,8590.0,0.0,0.0
5016,5016,F34432,3912.0,C,5.0,2021-03-04 17:53:51.440,2021-03-04,2021-03-04 00:00:00,2021-04-03,2021-03-26,137250.0,0.0,0.0
5023,5023,F34439,4549.0,E,5.0,2021-03-05 13:59:44.903,2021-03-05,2021-03-05 00:00:00,2021-03-05,,4770.0,0.0,0.0
5027,5027,F34443,5926.0,E,5.0,2021-03-05 17:49:10.923,2021-03-05,2021-03-01 00:00:00,2021-03-05,,6500.000000000001,0.0,0.0
5044,5044,F34460,6396.0,E,5.0,2021-03-09 09:06:13.837,2021-03-09,2021-03-01 00:00:00,2021-04-08,,4563.0,0.0,0.0
5054,5054,F34470,3912.0,E,5.0,2021-03-09 12:47:11.083,2021-03-09,2021-01-06 00:00:00,2021-04-08,,44954.96000000001,0.0,0.0
5055,5055,F34471,3912.0,E,5.0,2021-03-09 12:52:00.773,2021-03-09,2021-02-18 00:00:00,2021-04-08,,20840.0,0.0,0.0
5057,5057,F34473,6059.0,E,5.0,2021-03-09 13:19:13.667,2021-03-09,2021-03-11 00:00:00,2021-03-09,,7110.000000000001,0.0,0.0
5071,5071,F34487,3912.0,E,5.0,2021-03-10 12:33:32.847,2021-03-10,2021-03-10 00:00:00,2021-04-09,,137250.0,0.0,0.0
5109,5109,F34525,1453.0,E,5.0,2021-03-16 12:24:01.117,2021-03-16,2021-03-12 00:00:00,2021-04-15,,9300.0,0.0,0.0
